subject,course_code,title,credits,prerequisites,gened,subcategories
AE,402,Orbital Mechanics ,3 or 4,AE 202,,
AE,403,Spacecraft Attitude Control ,3 or 4,AE 352 and AE 353,,
AE,410,Computational Aerodynamics ,3 or 4,AE 311; credit or concurrent enrollment in AE 312,,
AE,412,Viscous Flow & Heat Transfer ,4,"AE 311, ME 310 or TAM 335",,
AE,416,Applied Aerodynamics ,3 or 4,AE 311,,
AE,419,Aircraft Flight Mechanics ,3 or 4,AE 202 and AE 353,,
AE,420,Finite Element Analysis ,3 or 4,,,
AE,428,Mechanics of Composites ,3,,,
AE,433,Aerospace Propulsion ,3 or 4,AE 312 and PHYS 212,,
AE,434,Rocket Propulsion ,3 or 4,AE 312,,
AE,435,Electric Space Propulsion ,3 or 4,"AE 312 or ME 410, PHYS 212, and ECE 205",,
AE,442,Aerospace Systems Design I ,3,"Credit or concurrent registration in AE 311, AE 323, and AE 352",,
AE,443,Aerospace Systems Design II ,3,AE 442,ACP,
AE,451,Aeroelasticity ,3 or 4,AE 352 or TAM 412; TAM 251,,
AE,452,Introduction to Nonlinear Dynamics and Vibrations ,4,,,
AE,454,Systems Dynamics & Control ,3 or 4,AE 353,,
AE,456,Global Nav Satellite Systems ,4,,,
AE,460,Aerodynamics & Propulsion Lab ,2,AE 311; credit or concurrent registration in AE 433,,
AE,461,Structures & Control Lab ,2,AE 321 and AE 352,,
AE,468,Optical Remote Sensing ,3,,,
AE,480,Hypersonic Aerothermodynamics ,3 or 4,AE 312,,
AE,482,Introduction to Robotics ,4,,,
AE,483,Autonomous Systems Lab ,2,"AE 202, AE 352, AE 353, AE 370, and PHYS 212",,
AE,484,"UAV Performance, Design, and Fabrication ",3,AE 202 and AE 311,,
AE,485,Spacecraft Environment and Interactions ,3 or 4,"AE 311, AE 312, ME 200",,
AE,497,Independent Study ,1 to 4,Consent of instructor,,
AE,498,Special Topics ,1 to 4,,,
AE,502,Advanced Orbital Mechanics ,4,AE 402,,
AE,504,Optimal Aerospace Systems ,4,AE 352,,
AE,508,Optimal Space Trajectories ,4,Credit or concurrent registration in AE 504,,
AE,510,Advanced Gas Dynamics ,4,,,
AE,511,Transonic Aerodynamics ,4,ME 410,,
AE,512,Molecular Gas Dynamics ,4,"AE 311, AE 312, ME 200",,
AE,514,Boundary Layer Theory ,4,AE 412,,
AE,515,Wing Theory ,4,AE 416,,
AE,521,Fracture and Fatigue ,4,,,
AE,522,Dynamic Response of Materials ,4,TAM 451 or TAM 551,,
AE,523,Nanoscale Contact Mechanics ,4,TAM 451 or TAM 551,,
AE,524,Nonlinear Solid Mech Design ,4,,,
AE,525,Advanced Composite Materials ,4,TAM 428,,
AE,526,Composites Manufacturing ,4,TAM 428,,
AE,527,Multi-Scale Modeling of Materials ,4,"TAM 451, AE 420, and CSE 401, or equivalent",,
AE,528,Nonlinear Continuous Media ,4,AE 321 or TAM 451,,
AE,529,Viscoelasticity Theory ,4,AE 321 or TAM 451,,
AE,538,Combustion Fundamentals ,4,,,
AE,542,Aerospace Syst Engineering I ,4,"Any of AE 442, AE 443, ME 470, ECE 445, ECE 411; CS 492, CS 493, or CEE 465",,
AE,543,Aerospace Syst Engineering II ,4,AE 542,,
AE,550,Nonlinear Aeroelasticity ,4,AE 451,,
AE,551,Elastodynamics and Vibrations ,4,,,
AE,554,Dynamical Systems Theory ,4,"TAM 416 and either ME 340, TAM 412 or AE 352",,
AE,555,Multivariable Control Design ,4,ECE 515,,
AE,556,Robust Control ,4,ECE 515 and MATH 446,,
AE,560,Fracture Mechanics Laboratory ,4,TAM 451 or TAM 551,,
AE,564,Advanced Aero Propulsion Lab ,4,,,
AE,590,Seminar ,0,,,
AE,597,Independent Study ,1 to 4,Consent of instructor,,
AE,598,Special Topics ,1 to 4,,,
AE,599,Thesis Research ,0 to 16,,,
AFAS,102,Leadership Laboratory ,0,Consent of instructor,,
AFAS,111,Heritage and Values of the United States Air Force I ,1,Concurrent enrollment in AFAS 102 is required,,
AFAS,112,Heritage and Values of the United States Air Force II ,1,AFAS 111 or consent of instructor,,
AFAS,120,Intro to US Armed Forces ,3,,HUM,HP
AFAS,221,Team and Leadership Fundamentals I ,1,AFAS 112 or consent of instructor,,
AFAS,222,Team and Leadership Fundamentals II ,1,AFAS 221 or consent of instructor,,
AFAS,331,Leading People and Effective Communication I ,3,AFAS 222 or consent of instructor,,
AFAS,332,Leading People and Effective Communication II ,3,AFAS 331 or consent of instructor,,
AFAS,341,Nat Sec Afrs/Prep Actv Duty I ,3,AFAS 332 or consent of instructor,,
AFAS,342,Nat Sec Afrs/Prep Actv Duty II ,3,AFAS 341 or consent of instructor,,
AFRO,100,Intro to African American St ,3,,"SBS, CS","SS, US"
AFRO,101,"Black America, 1619-Present ",3,,"CS, HUM","HP, US"
AFRO,103,Black Women in the Diaspora ,3,,CS,US
AFRO,105,Black Literature in America ,3,,"CS, HUM","LA, US"
AFRO,106,Hist Arch Americas ,3,,"CS, HUM","HP, US"
AFRO,122,Russia and Black America ,3,,CS,US
AFRO,132,African American Music ,3,,"CS, HUM","LA, US"
AFRO,134,"Religion, Race, and Resistance ",3,,CS,US
AFRO,199,Undergraduate Open Seminar ,1 to 5,,,
AFRO,201,US Racial & Ethnic Politics ,3,,"SBS, CS","SS, US"
AFRO,211,Intro to African-American Film ,3,,CS,US
AFRO,212,Introduction to African American Theatre ,3,,CS,US
AFRO,215,US Citizenship Comparatively ,3,,"CS, HUM","HP, US"
AFRO,220,Intro to Research Methods AfAm ,3,AFRO 100,,
AFRO,221,History of the Prison ,3,,"CS, HUM","HP, WCC"
AFRO,224,Humanist Persp of Afro-Am Exp ,3,AFRO 100 or consent of instructor,"CS, HUM","LA, US"
AFRO,226,Black Women Contemp US Society ,3,,,
AFRO,227,Studies in Black Television ,3,,,
AFRO,228,Hip Hop Music: History and Culture ,3,,"CS, HUM","LA, US"
AFRO,231,Lang Diff Dis: American Persp ,3,,CS,US
AFRO,234,Black Religious Imaginations ,3,,CS,US
AFRO,243,Pan Africanism ,3,,CS,NW
AFRO,250,Introduction to Health and Wellness in the Black Community ,3,,"SBS, CS","SS, US"
AFRO,259,Early African American Literature and Culture ,3,,CS,US
AFRO,260,Modern African American Literature and Culture ,3,,CS,US
AFRO,261,Intro to the African Diaspora ,3,,"CS, HUM","HP, US"
AFRO,275,Afro-American History to 1877 ,3,,"CS, HUM","HP, US"
AFRO,276,African American History Since 1877 ,3,,"CS, HUM","HP, US"
AFRO,281,Constructing Race in America ,3,,"CS, HUM","HP, US"
AFRO,287,African-American Women ,3,,"CS, HUM","HP, US"
AFRO,290,Af Am Urban Hist Since 1917 ,3,"AFRO 101, HIST 276, HIST 172, SOC, 225, or PS 201","CS, HUM","HP, US"
AFRO,298,Spec Topics African-Am Studies ,3,"AFRO 100 or AFRO 101, or consent of instructor",,
AFRO,310,Race and Cultural Diversity ,4,,"CS, ACP",US
AFRO,312,Psychology of Race & Ethnicity ,3,,,
AFRO,315,African American Politics ,3,,,
AFRO,340,Dancing Black Popular Culture ,3,,"CS, ACP, HUM","HP, US"
AFRO,341,Gov & Pol in Africa ,3,,,
AFRO,342,Black Men and Masculinities ,3,Introductory social science course,,
AFRO,343,Criminalization and Punishment ,3,,,
AFRO,345,Becoming Malcolm X and Martin Luther King Jr. ,3,,,
AFRO,372,Class Politics & Blk Community ,3,"AFRO 101, HIST 276, or SOC 225 or consent of instructor",,
AFRO,373,AfAm Cultr Politic Mid20C ,3,"AFRO 100 and AFRO 101, AFRO 261, ENGL 260 or HIST 276",,
AFRO,378,Race and Revolutions ,3,One African American Studies or History course at either the 100- or 200-level or the consent of instructor,,
AFRO,380,Black Women Hist & Cultures ,3,,CS,NW
AFRO,381,Black Women and Film ,3,College level film course or consent of instructor,,
AFRO,382,African Amer Families in Film ,3,,,
AFRO,383,Hist of Blk Women's Activism ,3,AFRO 100 or AFRO 101 or AFRO 103 or consent of instructor,,
AFRO,398,Spec Topics Afro-Am Studies ,3,"Junior status and one of the following: AFRO 224, or HIST 275 or HIST 276, or ENGL 259 or ENGL 260",,
AFRO,400,African Diasporic Thought in the Caribbean ,3 or 4,AFRO 261 or consent of instructor,CS,NW
AFRO,407,Slavery & Race in Latin Am ,2 to 4,,,
AFRO,410,Hate Crimes ,3,PSYC 201 or consent of instructor,,
AFRO,411,African American Psychology ,3 or 4,AFRO 100 or one psychology course,,
AFRO,415,Africana Feminisms ,3 or 4,AFRO 103 and an additional 300 or 400-level African American Studies course or consent of the instructor,,
AFRO,421,Racial and Ethnic Families ,2 to 4,,,
AFRO,435,Commodifying Difference ,3 or 4,,,
AFRO,460,Slavery in the United States ,3 or 4,AFRO 100 or AFRO 101 and one 300-level AFRO course,ACP,
AFRO,465,"Race, Sex, and Deviance ",3 or 4,,,
AFRO,466,"Race, Science, and Medicine ",3 or 4,AFRO 100 or AFRO 101 and one 300-level AFRO course,,
AFRO,474,"The Black Liberation Movement, 1955-Present ",3 or 4,"AFRO 101, HIST 276, or consent of instructor",ACP,
AFRO,481,Urban Communities & Public Pol ,3 or 4,,,
AFRO,482,Immersion Journalism ,4,,,
AFRO,490,Theory in African American St ,3 or 4,"AFRO 100 and one additional 400-level AFRO course, or consent of instructor",,
AFRO,495,Senior Thesis Seminar ,3,AFRO 100 and AFRO 220 or AFRO 490,,
AFRO,498,Spec Topics African Am Studies ,3 or 4,Upper level AFRO course (300 or above) or consent of instructor,,
AFRO,500,Core Probs African-Am Studies ,4,Graduate standing,,
AFRO,501,Problems African American Hist ,4,,,
AFRO,502,"Researching Black Families, Communities, and Neighborhoods ",4,Graduate standing,,
AFRO,504,Black Women's Studies ,4,,,
AFRO,531,Race and Cultural Critique ,4,,,
AFRO,552,Ethnography Urban Communities ,4,,,
AFRO,560,African Diaspora Seminar ,4,,,
AFRO,595,Directed Independent Readings ,1 to 4,Consent of instructor,,
AFRO,597,Problems in African-Am Studies ,4,"Graduate standing, AFRO 500 or equivalent, or consent of instructor",,
AFRO,598,Res Sem in African-Am Studies ,4,"Graduate standing, AFRO 500 or equivalent, or consent of instructor",,
AFRO,599,Thesis Research ,0 to 16,,,
AFST,103,Black Women in the Diaspora ,3,,CS,US
AFST,111,History of Africa to 1800 ,3,,"CS, HUM","HP, NW"
AFST,112,History of Africa from 1800 ,3,,"CS, HUM","HP, NW"
AFST,199,Undergraduate Open Seminar ,1 to 5,,,
AFST,209,Constr Afr and Carib Identity ,3,,,
AFST,210,Introduction to Modern African Literature ,3,,"CS, HUM","LA, NW"
AFST,213,African Muslim Societies ,3,,"CS, HUM","HP, NW"
AFST,222,Introduction to Modern Africa ,3,,CS,NW
AFST,231,Elementary Swahili I ,5,,,
AFST,232,Elementary Swahili II ,5,,,
AFST,233,Context in International Interventions ,3,,"SBS, CS","SS, NW"
AFST,241,Elementary Wolof I ,5,,,
AFST,242,Elementary Wolof II ,5,,,
AFST,243,Pan Africanism ,3,,CS,NW
AFST,251,Elementary Zulu I ,5,,,
AFST,252,Elementary Zulu II ,5,,,
AFST,254,Economic Systems in Africa ,3,,"SBS, CS","SS, NW"
AFST,312,Central African Art ,3,,,
AFST,313,Modern and Contemp African Art ,3,,,
AFST,325,Social Media and Global Change ,3,,,
AFST,338,Egypt Since World War I ,3,,,
AFST,405,Topics Swahili Lang & Lit I ,3,,,
AFST,406,Topics Swahili Lang & Lit II ,3,,,
AFST,407,Adv Topics Swahili Lang&Lit I ,3 or 4,,,
AFST,408,Adv Topics Swahili Lang&Lit II ,3 or 4,,,
AFST,410,Modern African Fiction ,3 or 4,"AFST 210 or AFST 222, or junior standing",,
AFST,412,Lang in African Culture & Soc ,3 or 4,,,
AFST,418,Topics Lingala Lang & Lit II ,3,,,
AFST,420,Africana Feminisms ,3 or 4,,,
AFST,421,Sacred African Diaspora Arts ,3 or 4,,,
AFST,433,Intermediate Swahili I ,4,,,
AFST,434,Intermediate Swahili II ,4,,,
AFST,435,Advanced Swahili I ,3,,,
AFST,436,Advanced Swahili II ,3,,,
AFST,443,Intermediate Wolof I ,4,,,
AFST,444,Intermediate Wolof II ,4,,,
AFST,445,Advanced Wolof I ,3,,,
AFST,446,Advanced Wolof II ,3,,,
AFST,447,Topics Wolof Lang & Lit I ,3,,,
AFST,451,Intermediate Zulu I ,4,,,
AFST,452,Intermediate Zulu II ,4,,,
AFST,453,Advanced Zulu I ,3,,,
AFST,454,Advanced Zulu II ,3,,,
AFST,469,Structure of Semitic Languages ,3 or 4,,,
AFST,490,Independent Study ,1 to 4,Consent of the Center for African Studies,,
AFST,495,Special Topics ,3 or 4,,,
AFST,509,Seminar in African Art ,4,,,
AFST,510,Problems in African History ,4,,,
AFST,511,Research Seminar: Africa ,4,,,
AFST,515,Practicum in African Studies ,2,Enrollment in graduate African Studies program or related Ph,,
AFST,522,Development of African Studies ,4,Graduate student status and approval of instructor,,
AFST,550,Special Topics ,2 or 4,Consent of instructor,,
AFST,555,Multicultural Education and Global Perspectives ,4,,,
AFST,560,African Diaspora Seminar ,4,,,
AFST,599,Thesis Research ,0 to 8,,,
AGCM,199,Undergraduate Open Seminar ,1 to 5,ALEC Program approval required,,
AGCM,220,Communicating Agriculture ,3,Completion of a Composition I course,ACP,
AGCM,230,Agricultural and Environmental Photography ,3,,,
AGCM,250,Visual Principles for Ag Comm ,2,,,
AGCM,270,Ag Sales and Persuasive Communication ,3,,,
AGCM,310,Investigating Agricultural Communications ,3,Registration preference given to Junior or Senior status students,,
AGCM,315,Social Media Management in Agricultural Communications ,3,,,
AGCM,330,Environmental Communications ,3,Sophomore standing,,
AGCM,375,International Agricultural Communications ,3,Restricted to students with junior or senior standing,,
AGCM,380,Publication Development and Production ,3,AGCM 220,,
AGCM,398,Undergraduate Seminar ,1 to 3,,,
AGCM,420,Public Information Campaigns ,3,Sophomore standing and Composition I course,,
AGCM,440,Visualizing Our World ,3,Prior coursework in AGCM recommended,,
AGCM,495,Communicating Science ,3,Restricted to Junior or Senior standing for undergraduate students,,
AGCM,499,Seminar ,1 to 4,ALEC Program approval required,,
AGED,199,Undergraduate Open Seminar ,1 to 5,ALEC Program approval required,,
AGED,220,Prog Del in Ag & Leadership Ed ,3,,,
AGED,250,Observation and Program Analys ,4,AGED 220; concurrent enrollment in EDPR 203,,
AGED,293,Ag Leadership Internship ,1 to 6,,,
AGED,295,Independent Study or Research ,1 to 4,,,
AGED,350,Early Field Experience ,3,AGED 250,,
AGED,396,Honors Research or Thesis ,1 to 4,"Junior standing, admission to the ACES Honors Program",,
AGED,410,Grad Early Field Experience ,2,Concurrent enrollment in EDPR 203,,
AGED,420,Curr Design & Instruction ,3,AGED 220 for majors; consent of instructor for non-majors,,
AGED,421,Teaching Strategies in AGED ,3,AGED 300 or AGED 420 or graduate standing,,
AGED,430,Youth Development Programs ,3 or 4,"AGED 220, or HDFS 105, or PSYC 100",,
AGED,450,Program Delivery and Eval ,4,AGED 420,,
AGED,496,Beginning Agriculture Teachers Seminar ,2,Restricted to students who have completed an undergraduate degree and have accepted a position teaching agriculture in a secondary school in the state of Illinois,,
AGED,498,Second Year Agriculture Teacher Seminar ,1,Restricted to students who have completed an undergraduate degree and have accepted a position teaching agriculture in a secondary school in the state of Illinois,,
AGED,499,Seminar ,1 to 4,,,
AGED,500,Special Topics in Ag Education ,1 to 4,,,
AGED,501,Inquiry-Based Curriculum in Agricultural STEM and Biotechnology Education ,3,Restricted to practicing middle school and high school teachers,,
AGED,510,Education Program Management ,4,,,
AGED,511,Grad Professional Dev in Ag Ed ,1,,,
AGED,550,Advanced Program Delivery ,2,,,
AGED,551,Advanced Program Evaluation ,2,,,
AHS,125,Freshmen Scholars Seminar ,1,,,
AHS,199,Undergraduate Open Seminar ,1 to 6,,,
AHS,292,AHS Study Abroad ,0 to 18,One year or residence at UIUC and consent of major department and the college,,
AHS,294,Applied Health Sciences Internship Experience ,0,Instructor approval required,,
AHS,399,Advanced Open Seminar ,1 to 6,,,
AHS,494,Special Topics ,1 to 4,See Class Schedule for section requirements,,
AIS,101,Intro to Amer Indian Studies ,3,,"CS, HUM","HP, US"
AIS,102,Contemp Issues in Ind Country ,3,,"SBS, CS","SS, US"
AIS,140,Native Religious Traditions ,3,,"CS, HUM","HP, US"
AIS,165,Lang & Culture Native North Am ,3,,CS,NW
AIS,199,Undergraduate Open Seminar ,1 to 5,,,
AIS,214,American Indian Law & Politics ,3,,"SBS, CS","SS, US"
AIS,265,Intro to American Indian Lit ,3,,"CS, HUM","LA, US"
AIS,275,Am Indian and Indigenous Film ,3,,"CS, HUM","LA, US"
AIS,277,Encounters in Native America ,3,,"CS, HUM","HP, US"
AIS,278,Native American History ,3,,"CS, HUM","HP, US"
AIS,280,Intro to Federal Indian Policy ,3,,,
AIS,285,Indigenous Thinkers ,3,,"CS, HUM","HP, NW"
AIS,288,American Indians of Illinois ,3,,"CS, HUM","HP, US"
AIS,291,Independent Study ,1 to 6,One course in American Indian Studies and consent of instructor,,
AIS,295,US Citizenship Comparatively ,3,,"CS, HUM","HP, US"
AIS,343,Criminalization and Punishment ,3,,,
AIS,357,Literatures of the Displaced ,3,,,
AIS,430,Indigenous Governance ,3 or 4,Any 100 or 200-level American Indian Studies course or consent of instructor,,
AIS,451,Politics in Children's Lit ,3 or 4,Fulfillment of the Advanced Composition requirement; junior standing or above; or consent of instructor,,
AIS,459,Topics in American Indian Lit ,3 or 4,One year of college literature or consent of instructor,,
AIS,461,Politics of Popular Culture ,3 or 4,Any 100 or 200-level American Indian Studies course or consent of the instructor,,
AIS,481,History of American Indian Education ,3 or 4,,,
AIS,490,Adv Topics in Am Ind Studies ,3 or 4,Any course in American Indian Studies; junior standing; or consent of instructor,,
AIS,491,Readings in Am Ind Studies ,1 to 8,Graduate standing or one course in AIS and consent of instructor,,
