course_number,course_title,credit_hours,major
CS 101,Intro Computing: Engrg & Sci,3,"Bioengineering, BS"
MCB 150,Molec & Cellular Basis of Life,4,"Bioengineering, BS"
TAM 211,Statics,3,"Bioengineering, BS"
TAM 212,Introductory Dynamics,3,"Bioengineering, BS"
TAM 251,Introductory Solid Mechanics,3,"Bioengineering, BS"
BIOE 450,Introduction to Quantitative Pharmacology,3,"Bioengineering, BS"
BIOE 461,Cellular Biomechanics,4,"Bioengineering, BS"
BIOE 498,Special Topics (Regulatory Safety Issues in Bioengineering),3,"Bioengineering, BS"
BIOE 498,Special Topics (Surgical Techniques),3,"Bioengineering, BS"
ME 330,Engineering Materials,4,"Bioengineering, BS"
ME 481,Whole-Body Musculoskel Biomech,3,"Bioengineering, BS"
ME 482,Musculoskel Tissue Mechanics,3,"Bioengineering, BS"
ME 483,Mechanobiology,4,"Bioengineering, BS"
NPRE 461,Probabilistic Risk Assessment,3,"Bioengineering, BS"
SE 402,Comp-Aided Product Realization,3,"Bioengineering, BS"
SE 423,Mechatronics,3,"Bioengineering, BS"
TAM 445,Continuum Mechanics,4,"Bioengineering, BS"
TMGT 461,"Tech, Eng, & Mgt Final Project",4,"Bioengineering, BS"
SE 101,Engineering Graphics & Design,3,"Bioengineering, BS"
BIOE 306,Biofabrication Lab,3,"Bioengineering, BS"
BIOE 416,Biosensors,3,"Bioengineering, BS"
BIOE 424,Preclinical Molecular Imaging,3,"Bioengineering, BS"
BIOE 430,Intro Synthetic Biology,3,"Bioengineering, BS"
BIOE 432,Systems Biology: Uncovering Design Principles of Biological Networks,3,"Bioengineering, BS"
BIOE 434,Immunoengineering,3,"Bioengineering, BS"
BIOE 450,Introduction to Quantitative Pharmacology,3,"Bioengineering, BS"
BIOE 460,Gene Editing Lab,3,"Bioengineering, BS"
BIOE 461,Cellular Biomechanics,4,"Bioengineering, BS"
BIOE 487,Stem Cell Bioengineering,3,"Bioengineering, BS"
BIOE 498,Special Topics (Regulatory Safety Issues in Bioengineering),3,"Bioengineering, BS"
CHBE 471,Biochemical Engineering,3,"Bioengineering, BS"
CHBE 472,Techniques in Biomolecular Eng,3,"Bioengineering, BS"
IE 330,Industrial Quality Control,3,"Bioengineering, BS"
MSE 404,Laboratory Studies in Materials Science and Engineering,1.5,"Bioengineering, BS"
MSE 470,Design and Use of Biomaterials,3,"Bioengineering, BS"
MSE 474,Biomaterials and Nanomedicine,3,"Bioengineering, BS"
ME 483,Mechanobiology,4,"Bioengineering, BS"
TMGT 461,"Tech, Eng, & Mgt Final Project",4,"Bioengineering, BS"
MCB 450,Introductory Biochemistry,3,"Bioengineering, BS"
ABE 446,Biological Nanoengineering,3,"Bioengineering, BS"
BIOE 306,Biofabrication Lab,3,"Bioengineering, BS"
BIOE 424,Preclinical Molecular Imaging,3,"Bioengineering, BS"
BIOE 430,Intro Synthetic Biology,3,"Bioengineering, BS"
BIOE 432,Systems Biology: Uncovering Design Principles of Biological Networks,3,"Bioengineering, BS"
BIOE 434,Immunoengineering,3,"Bioengineering, BS"
BIOE 450,Introduction to Quantitative Pharmacology,3,"Bioengineering, BS"
BIOE 460,Gene Editing Lab,3,"Bioengineering, BS"
BIOE 479,Cancer Nanotechnology,3,"Bioengineering, BS"
BIOE 498,Special Topics (Regulatory Safety Issues in Bioengineering),3,"Bioengineering, BS"
BIOE 498,Special Topics (Surgical Technologies),3,"Bioengineering, BS"
BIOE 498,Special Topics (Technologies for Cancer Diagnosis and Therapy),3,"Bioengineering, BS"
CHBE 472,Techniques in Biomolecular Eng,3,"Bioengineering, BS"
ECE 481,Nanotechnology,4,"Bioengineering, BS"
MSE 403,Synthesis of Materials,3,"Bioengineering, BS"
MSE 404,Laboratory Studies in Materials Science and Engineering,1.5,"Bioengineering, BS"
MSE 450,Polymer Science & Engineering,3,"Bioengineering, BS"
MSE 457,Polymer Chemistry,34,"Bioengineering, BS"
MSE 470,Design and Use of Biomaterials,3,"Bioengineering, BS"
MSE 473,Biomolecular Materials Science,3,"Bioengineering, BS"
MSE 474,Biomaterials and Nanomedicine,3,"Bioengineering, BS"
MSE 480,Surfaces and Colloids,3,"Bioengineering, BS"
TMGT 461,"Tech, Eng, & Mgt Final Project",4,"Bioengineering, BS"
CS 128,Introduction to Computer Science II,3,"Bioengineering, BS"
CS 225,Data Structures,4,"Bioengineering, BS"
BIOE 430,Intro Synthetic Biology,3,"Bioengineering, BS"
BIOE 432,Systems Biology: Uncovering Design Principles of Biological Networks,3,"Bioengineering, BS"
BIOE 483,Biomedical Computed Imaging Systems,3,"Bioengineering, BS"
BIOE 484,Statistical Analysis of Biomedical Images,3,"Bioengineering, BS"
BIOE 485,Computational Mathematics for Machine Learning and Imaging,4,"Bioengineering, BS"
BIOE 486,Applied Deep Learning for Biomedical Imaging,3,"Bioengineering, BS"
BIOE 498,Special Topics (Regulatory Safety Issues in Bioengineering),3,"Bioengineering, BS"
CS 411,Database Systems,3,"Bioengineering, BS"
CS 412,Introduction to Data Mining,3,"Bioengineering, BS"
CS 440,Artificial Intelligence,3,"Bioengineering, BS"
CS 446,Machine Learning,34,"Bioengineering, BS"
CS 465,User Interface Design,4,"Bioengineering, BS"
CS 466,Introduction to Bioinformatics,3,"Bioengineering, BS"
CS 498,Special Topics (Intro to Deep Learning),3,"Bioengineering, BS"
ECE 490,Introduction to Optimization,3,"Bioengineering, BS"
ECE 498,Special Topics in ECE (Deep Learning in Hardware),3,"Bioengineering, BS"
IE 310,Deterministic Models in Optimization,3,"Bioengineering, BS"
IE 370,Stochastic Processes and Applications,3,"Bioengineering, BS"
NPRE 461,Probabilistic Risk Assessment,34,"Bioengineering, BS"
SE 423,Mechatronics,3,"Bioengineering, BS"
TMGT 461,"Tech, Eng, & Mgt Final Project",4,"Bioengineering, BS"
BIOE 424,Preclinical Molecular Imaging,3,"Bioengineering, BS"
BIOE 432,Systems Biology: Uncovering Design Principles of Biological Networks,3,"Bioengineering, BS"
BIOE 434,Immunoengineering,3,"Bioengineering, BS"
BIOE 450,Introduction to Quantitative Pharmacology,3,"Bioengineering, BS"
BIOE 484,Statistical Analysis of Biomedical Images,3,"Bioengineering, BS"
BIOE 486,Applied Deep Learning for Biomedical Imaging,3,"Bioengineering, BS"
BIOE 498,Special Topics (Regulatory Safety Issues in Bioengineering),3,"Bioengineering, BS"
BIOE 498,Special Topics (Surgical Techniques),3,"Bioengineering, BS"
BIOE 498,Special Topics (Technologies for Cancer Diagnosis and Therapy),3,"Bioengineering, BS"
ECE 210,Analog Signal Processing,4,"Bioengineering, BS"
ECE 310,Digital Signal Processing,3,"Bioengineering, BS"
ECE 311,Digital Signal Processing Lab,1,"Bioengineering, BS"
ECE 329,Fields and Waves I,3,"Bioengineering, BS"
ECE 365,Data Science and Engineering,3,"Bioengineering, BS"
ECE 380,Biomedical Imaging,3,"Bioengineering, BS"
ECE 416,Biosensors,3,"Bioengineering, BS"
ECE 417,Multimedia Signal Processing,4,"Bioengineering, BS"
ECE 418,Image & Video Processing,4,"Bioengineering, BS"
ECE 437,Sensors and Instrumentation,3,"Bioengineering, BS"
ECE 365,Data Science and Engineering,3,"Bioengineering, BS"
ECE 460,Optical Imaging,4,"Bioengineering, BS"
ECE 467,Biophotonics,3,"Bioengineering, BS"
ECE 472,Biomedical Ultrasound Imaging,3,"Bioengineering, BS"
ECE 473,Fund of Engrg Acoustics,3,"Bioengineering, BS"
ECE 480,Magnetic Resonance Imaging,3,"Bioengineering, BS"
ME 487,MEMS-NEMS Theory & Fabrication,4,"Bioengineering, BS"
NPRE 461,Probabilistic Risk Assessment,3,"Bioengineering, BS"
SE 423,Mechatronics,3,"Bioengineering, BS"
TMGT 461,"Tech, Eng, & Mgt Final Project",4,"Bioengineering, BS"
CHEM 442,Physical Chemistry I,4,"Bioengineering, BS"
ACCY 201,Accounting and Accountancy I,3,"Business + Data Science, BS"
ACCY 202,Accounting and Accountancy II,3,"Business + Data Science, BS"
BADM 275,Fundamentals of Operations Management,3,"Business + Data Science, BS"
BADM 300,The Legal Environment of Bus,3,"Business + Data Science, BS"
BADM 310,Mgmt and Organizational Beh,3,"Business + Data Science, BS"
BADM 320,Principles of Marketing,3,"Business + Data Science, BS"
BADM 449,Business Policy and Strategy,3,"Business + Data Science, BS"
BUS 101,Professional Responsibility and Business,3,"Business + Data Science, BS"
BUS 201,Business Dynamics,3,"Business + Data Science, BS"
BUS 401,Crafting Your Purpose in Business,3,"Business + Data Science, BS"
CMN 101,Public Speaking,3,"Business + Data Science, BS"
ECON 102,Microeconomic Principles,3,"Business + Data Science, BS"
ECON 103,Macroeconomic Principles,3,"Business + Data Science, BS"
FIN 221,Corporate Finance,3,"Business + Data Science, BS"
STAT/CS/IS 107,Data Science Discovery,4,"Business + Data Science, BS"
STAT 207,Data Science Exploration,4,"Business + Data Science, BS"
CS 307,Modeling and Learning in Data Science,4,"Business + Data Science, BS"
CS 277,Algorithms and Data Structures for Data Science,4,"Business + Data Science, BS"
IS 467,Ethics and Policy for Data Science,3,"Business + Data Science, BS"
IS 477,"Data Management, Curation & Reproducibility",3,"Business + Data Science, BS"
MATH 220,Calculus,,"Business + Data Science, BS"
MATH 221,Calculus I,,"Business + Data Science, BS"
MATH 234,Calculus for Business I,,"Business + Data Science, BS"
MATH 227,Linear Algebra for Data Science,,"Business + Data Science, BS"
MATH 257,Linear Algebra with Computational Applications,,"Business + Data Science, BS"
BADM 350,IT for Networked Organizations,3,"Business + Data Science, BS"
BADM 351,Social Media Strategy,3,"Business + Data Science, BS"
BADM 352,Database Design and Management,3,"Business + Data Science, BS"
BADM 353,Info Sys Analysis and Design,3,"Business + Data Science, BS"
BADM 380,International Business,3,"Business + Data Science, BS"
BADM 381,Multinational Management,3,"Business + Data Science, BS"
BADM 382,International Marketing,3,"Business + Data Science, BS"
BADM 383,Topics in International Business,3,"Business + Data Science, BS"
BADM 311,Leading Individuals and Teams,3,"Business + Data Science, BS"
BADM 312,Designing and Managing Orgs,3,"Business + Data Science, BS"
BADM 313,Strategic Human Resource Management,3,"Business + Data Science, BS"
BADM 314,Leading Negotiations,3,"Business + Data Science, BS"
BADM 374,Management Decision Models,3,"Business + Data Science, BS"
BADM 375,Operations Strategy,3,"Business + Data Science, BS"
BADM 377,Project Management,3,"Business + Data Science, BS"
BADM 379,Business Process Improvement,3,"Business + Data Science, BS"
CHBE 121,CHBE Profession,1,"Chemical Engineering, BS"
ENG 100,Grainger Engineering Orientation Seminar,1,"Chemical Engineering, BS"
CHEM 202& CHEM 203& CHEM 204& CHEM 205,Accelerated Chemistry Iand Accelerated Chemistry Lab Iand Accelerated Chemistry IIand Accelerated Chemistry Lab II,,"Chemical Engineering, BS"
CHEM 102& CHEM 103& CHEM 104& CHEM 105& CHEM 222& CHEM 223,General Chemistry Iand General Chemistry Lab Iand General Chemistry IIand General Chemistry Lab IIand Quantitative Analysis Lectureand Quantitative Analysis Lab,,"Chemical Engineering, BS"
MATH 221,Calculus I (MATH 220 may be substituted. MATH 220 is appropriate for students with no background in calculus.  4 or 5 credit hours count towards the degree.),4,"Chemical Engineering, BS"
MATH 231,Calculus II,3,"Chemical Engineering, BS"
MATH 241,Calculus III,4,"Chemical Engineering, BS"
MATH 257,Linear Algebra with Computational Applications,3,"Chemical Engineering, BS"
MATH 285,Intro Differential Equations,3,"Chemical Engineering, BS"
PHYS 211,University Physics: Mechanics,4,"Chemical Engineering, BS"
PHYS 212,University Physics: Elec & Mag,4,"Chemical Engineering, BS"
PHYS 214,Univ Physics: Quantum Physics,2,"Chemical Engineering, BS"
CHBE 221,Principles of CHE,3,"Chemical Engineering, BS"
CHBE 321,Thermodynamics,4,"Chemical Engineering, BS"
CHBE 421,Momentum and Heat Transfer,4,"Chemical Engineering, BS"
CHBE 422,Mass Transfer Operations,4,"Chemical Engineering, BS"
CHBE 424,Chemical Reaction Engineering,3,"Chemical Engineering, BS"
CHBE 430,Unit Operations Laboratory,4,"Chemical Engineering, BS"
CHBE 431,Process Design,4,"Chemical Engineering, BS"
CHBE 440,Process Control and Dynamics,3,"Chemical Engineering, BS"
CHEM 236,Fundamental Organic Chem I,4,"Chemical Engineering, BS"
CHEM 237,Structure and Synthesis,2,"Chemical Engineering, BS"
CHEM 315,Instrumental Chem Systems Lab,2,"Chemical Engineering, BS"
CHEM 420,Instrumental Characterization,2,"Chemical Engineering, BS"
CHEM 442,Physical Chemistry I,4,"Chemical Engineering, BS"
CS 101,Intro Computing: Engrg & Sci,3,"Chemical Engineering, BS"
CHBE 411,Probability and Statistics for ChBE,34,"Chemical Engineering, BS"
CHEM 436,Fundamental Organic Chem II,3,"Chemical Engineering, BS"
ABE 436,Renewable Energy Systems,,"Chemical Engineering, BS"
ABE 483,Engineering Properties of Food Materials,,"Chemical Engineering, BS"
ABE 488,Bioprocessing Biomass for Fuel,,"Chemical Engineering, BS"
ATMS 420,Atmospheric Chemistry,,"Chemical Engineering, BS"
BIOE 476,Tissue Engineering,,"Chemical Engineering, BS"
CEE 320,Construction Engineering,,"Chemical Engineering, BS"
CEE 330,Environmental Engineering,,"Chemical Engineering, BS"
CEE 350,Water Resources Engineering,,"Chemical Engineering, BS"
CEE 421,Construction Planning,,"Chemical Engineering, BS"
CEE 422,Construction Cost Analysis,,"Chemical Engineering, BS"
CEE 432,Stream Ecology,,"Chemical Engineering, BS"
CEE 437,Water Quality Engineering,,"Chemical Engineering, BS"
CEE 440,Fate Cleanup Environ Pollutant,,"Chemical Engineering, BS"
CEE 442,"Environmental Engineering Principles, Physical",,"Chemical Engineering, BS"
CEE 443,"Env Eng Principles, Chemical",,"Chemical Engineering, BS"
CEE 450,Surface Hydrology,,"Chemical Engineering, BS"
CEE 452,Hydraulic Analysis and Design,,"Chemical Engineering, BS"
CHBE 297,Individual Study Sophomores,,"Chemical Engineering, BS"
CHBE 397,Individual Study for Juniors,,"Chemical Engineering, BS"
CS 357,Numerical Methods I,,"Chemical Engineering, BS"
CS 411,Database Systems,,"Chemical Engineering, BS"
CS 427,Software Engineering I,,"Chemical Engineering, BS"
CS 440,Artificial Intelligence,,"Chemical Engineering, BS"
CS 446,Machine Learning,,"Chemical Engineering, BS"
CS 450,Numerical Analysis,,"Chemical Engineering, BS"
CS 498,Special Topics,,"Chemical Engineering, BS"
ECE 304,Photonic Devices,,"Chemical Engineering, BS"
ECE 313,Probability with Engrg Applic,,"Chemical Engineering, BS"
ECE 333,Green Electric Energy,,"Chemical Engineering, BS"
ECE 380,Biomedical Imaging,,"Chemical Engineering, BS"
ECE 416,Biosensors,,"Chemical Engineering, BS"
ECE 444,IC Device Theory & Fabrication,,"Chemical Engineering, BS"
ECE 481,Nanotechnology,,"Chemical Engineering, BS"
ECE 490,Introduction to Optimization,,"Chemical Engineering, BS"
ME 400,Energy Conversion Systems,,"Chemical Engineering, BS"
ME 471,Finite Element Analysis,,"Chemical Engineering, BS"
ME 482,Musculoskel Tissue Mechanics,,"Chemical Engineering, BS"
ME 483,Mechanobiology,,"Chemical Engineering, BS"
ME 487,MEMS-NEMS Theory & Fabrication,,"Chemical Engineering, BS"
MSE 304,Electronic Properties of Matls,,"Chemical Engineering, BS"
MSE 307,Materials Laboratory I,,"Chemical Engineering, BS"
MSE 308,Materials Laboratory II,,"Chemical Engineering, BS"
MSE 401,Thermodynamics of Materials,,"Chemical Engineering, BS"
MSE 402,Kinetic Processes in Materials,,"Chemical Engineering, BS"
MSE 403,Synthesis of Materials,,"Chemical Engineering, BS"
MSE 406,Thermal-Mech Behavior of Matls,,"Chemical Engineering, BS"
MSE 420,Ceramic Materials & Properties,,"Chemical Engineering, BS"
MSE 441,Metals Processing,,"Chemical Engineering, BS"
MSE 450,Polymer Science & Engineering,,"Chemical Engineering, BS"
MSE 457,Polymer Chemistry,,"Chemical Engineering, BS"
MSE 458,Polymer Physics,,"Chemical Engineering, BS"
MSE 460,Electronic Materials I,,"Chemical Engineering, BS"
MSE 470,Design and Use of Biomaterials,,"Chemical Engineering, BS"
MSE 473,Biomolecular Materials Science,,"Chemical Engineering, BS"
MSE 474,Biomaterials and Nanomedicine,,"Chemical Engineering, BS"
MSE 480,Surfaces and Colloids,,"Chemical Engineering, BS"
MSE 487,Materials for Nanotechnology,,"Chemical Engineering, BS"
MSE 489,Matl Select for Sustainability,,"Chemical Engineering, BS"
NPRE 201,Energy Systems,,"Chemical Engineering, BS"
NPRE 402,Nuclear Power Engineering,,"Chemical Engineering, BS"
NPRE 412,Nuclear Power Econ & Fuel Mgmt,,"Chemical Engineering, BS"
NPRE 441,Radiation Protection,,"Chemical Engineering, BS"
NPRE 442,Radioactive Waste Management,,"Chemical Engineering, BS"
NPRE 457,Safety Anlys Nucl Reactor Syst,,"Chemical Engineering, BS"
NPRE 461,Probabilistic Risk Assessment,,"Chemical Engineering, BS"
NPRE 470,Fuel Cells & Hydrogen Sources,,"Chemical Engineering, BS"
NPRE 475,Wind Power Systems,,"Chemical Engineering, BS"
NPRE 480,Energy and Security,,"Chemical Engineering, BS"
SE 411,Reliability Engineering,,"Chemical Engineering, BS"
TAM 211,Statics,,"Chemical Engineering, BS"
TAM 251,Introductory Solid Mechanics,,"Chemical Engineering, BS"
TAM 461,Cellular Biomechanics,,"Chemical Engineering, BS"
ABE 425,Engrg Measurement Systems,,"Chemical Engineering, BS"
ABE 430,Project Management,,"Chemical Engineering, BS"
ABE 497,Independent Study,,"Chemical Engineering, BS"
ABE 498,Special Topics,,"Chemical Engineering, BS"
ANSC 445,Statistical Methods,,"Chemical Engineering, BS"
ANSC 450,Comparative Immunobiology,,"Chemical Engineering, BS"
